temperatura_C,consumo_kWh
-10.0,587.4507122951685
-9.748743718592966,568.9313131269362
-9.49748743718593,571.8268909108326
-9.246231155778894,576.1643034305753
-8.99497487437186,541.114855259052
-8.743718592964825,532.5244093714258
-8.492462311557789,551.2349713543501
-8.241206030150753,530.6696230054232
-7.989949748743719,503.8283167758099
-7.738693467336684,510.8221712656427
-7.4874371859296485,487.6468508169997
-7.236180904522613,479.6275230532806
-6.984924623115578,482.3592641282871
-6.733668341708543,442.2479946332062
-6.482412060301508,437.39180661396864
-6.231155778894473,447.2506445119548
-5.9798994974874375,433.0128815447728
-5.728643216080402,445.54045678825236
-5.477386934673367,419.9287916663536
-5.226130653266332,405.18801082930526
-4.974874371859297,441.28171898363524
-4.723618090452262,408.93577159330545
-4.472361809045227,406.4617753720284
-4.2211055276381915,377.3050732599281
-3.9698492462311563,383.83900648698705
-3.718592964824121,387.098045052562
-3.467336683417086,361.699768947943
-3.216080402010051,378.23161683714056
-2.9648241206030157,357.31904771616576
-2.7135678391959805,355.78671087135547
-2.4623115577889454,345.0710145384348
-2.2110552763819102,375.9162906434453
-1.959798994974875,342.06617120899216
-1.7085427135678408,320.64048490028694
-1.4572864321608048,343.18284932105195
-1.2060301507537687,306.97155524513175
-0.9547738693467345,322.95770582527587
-0.7035175879397002,285.0712494978298
-0.45226130653266416,289.2860676286861
-0.20100502512562812,307.00534145665
0.05025125628140614,310.0739937253093
0.3015075376884404,296.6130989003071
0.5527638190954764,287.4544376540277
0.8040201005025125,279.92020121372
1.0552763819095468,257.60752910007056
1.306532663316581,264.4373056879983
1.557788944723617,263.8760046581733
1.809045226130653,282.29404457481957
2.0603015075376874,267.34411803434284
2.3115577889447216,231.59788141996935
2.5628140703517577,258.8593909012411
2.8140703517587937,244.27755231429768
3.065326633165828,236.05661922649068
3.3165829145728623,251.64326382454507
3.5678391959798983,254.2917901405377
3.8190954773869343,249.25568445132217
4.070351758793969,219.25891272803477
4.321608040201003,223.87069040071566
4.572864321608039,230.2405355219613
4.824120603015075,236.7684765204815
5.075376884422109,211.9124091590195
5.3266331658291435,213.38086874010867
5.5778894472361795,196.73746699365694
5.829145728643216,192.6571380065332
6.08040201005025,220.15687801796648
6.331658291457284,225.7823519752405
6.582914572864318,201.92936813791218
6.834170854271356,215.7342893952509
7.08542713567839,203.87861981815286
7.336683417085425,186.65107418924367
7.5879396984924625,199.72360320714327
7.839195979899497,215.44902378801754
8.090452261306531,190.01789842120408
8.341708542713565,212.3027651122032
8.5929648241206,147.91576253110102
8.844221105527637,198.02031302584402
9.095477386934672,185.5783254018711
9.346733668341706,178.4693605897078
9.597989949748744,183.11374151343998
9.849246231155778,150.80766271542012
10.100502512562812,176.31099223621123
10.351758793969847,184.0486407961049
10.60301507537688,200.04725211452063
10.854271356783919,169.39268493957675
11.105527638190953,164.42823849088165
11.356783919597987,168.51919875142377
11.608040201005025,189.36750559194962
11.85929648241206,180.2596674428549
12.110552763819094,167.17493226330959
12.361809045226128,182.71428888868542
12.613065326633162,176.46639025468994
12.8643216080402,189.63585904526133
13.115577889447234,164.77235250222077
13.366834170854268,170.68618898484195
13.618090452261306,170.11847871056798
13.86934673366834,154.54736415962478
14.120603015075375,181.54288746194575
14.371859296482409,181.71891486336042
14.623115577889443,178.68279765529834
14.874371859296481,175.99130638034808
15.125628140703515,159.28457737584716
15.37688442211055,175.31149134106553
15.628140703517587,177.68749366090128
15.879396984924622,172.1021001470498
16.130653266331656,183.1260288372697
16.38190954773869,193.11614024167795
16.633165829145725,216.95923633513226
16.884422110552762,192.99719298728076
17.135678391959797,196.05486718378782
17.38693467336683,192.9890156649115
